_id,date,gender,race,agebook,agecurr
34037,1/15/2018,M,B,41,42
34038,1/15/2018,M,W,18,19
34039,1/15/2018,M,B,23,23
34040,1/15/2018,M,W,40,41
34041,1/15/2018,M,W,25,25
34042,1/15/2018,M,B,50,51
34043,1/15/2018,M,B,26,26
34044,1/15/2018,M,H,38,39
34045,1/15/2018,M,W,33,33
34046,1/15/2018,M,B,33,34
34047,1/15/2018,M,B,29,30
34048,1/15/2018,M,B,53,54
34049,1/15/2018,M,W,21,22
34050,1/15/2018,M,B,59,59
34051,1/15/2018,M,W,49,49
34052,1/15/2018,M,B,21,21
34053,1/15/2018,M,W,25,25
34054,1/15/2018,M,W,40,40
34055,1/15/2018,M,W,34,34
34056,1/15/2018,M,W,20,21
34057,1/15/2018,M,W,38,38
34058,1/15/2018,M,B,34,34
34059,1/15/2018,M,W,28,28
34060,1/15/2018,M,W,31,31
34061,1/15/2018,M,H,40,40
34062,1/15/2018,M,W,61,62
34063,1/15/2018,M,x,22,22
34064,1/15/2018,M,U,28,29
34065,1/15/2018,M,B,28,29
34066,1/15/2018,M,B,28,28
34067,1/15/2018,M,B,41,42
34068,1/15/2018,M,B,54,54
34069,1/15/2018,M,W,49,50
34070,1/15/2018,M,W,28,28
34071,1/15/2018,M,B,24,24
34072,1/15/2018,M,W,42,42
34073,1/15/2018,M,B,33,34
34074,1/15/2018,M,B,27,27
34075,1/15/2018,M,B,41,41
34076,1/15/2018,M,W,46,46
34077,1/15/2018,M,B,20,20
34078,1/15/2018,M,W,19,19
34079,1/15/2018,M,B,57,57
34080,1/15/2018,M,W,25,25
34081,1/15/2018,M,W,25,25
34082,1/15/2018,M,B,29,29
34083,1/15/2018,M,W,29,29
34084,1/15/2018,M,W,52,53
34085,1/15/2018,M,B,35,35
34086,1/15/2018,M,W,23,23
34087,1/15/2018,M,B,41,41
34088,1/15/2018,M,W,28,28
34089,1/15/2018,M,W,32,32
34090,1/15/2018,M,B,20,21
34091,1/15/2018,M,W,38,38
34092,1/15/2018,M,B,28,28
34093,1/15/2018,M,B,42,42
34094,1/15/2018,M,W,50,50
34095,1/15/2018,M,W,31,31
34096,1/15/2018,M,B,18,18
34097,1/15/2018,M,W,63,63
34098,1/15/2018,M,B,48,48
34099,1/15/2018,M,B,27,27
34100,1/15/2018,M,W,33,33
34101,1/15/2018,M,W,34,34
34102,1/15/2018,M,W,26,26
34103,1/15/2018,M,W,40,40
34104,1/15/2018,M,W,28,28
34105,1/15/2018,M,B,30,30
34106,1/15/2018,M,B,19,19
34107,1/15/2018,M,W,30,30
34108,1/15/2018,M,W,24,24
34109,1/15/2018,M,W,46,46
34110,1/15/2018,M,B,56,56
34111,1/15/2018,M,W,50,50
34112,1/15/2018,M,W,39,39
34113,1/15/2018,M,W,23,23
34114,1/15/2018,M,B,22,34
34115,1/15/2018,M,B,40,42
34116,1/15/2018,M,B,32,34
34117,1/15/2018,M,B,23,24
34118,1/15/2018,M,B,32,33
34119,1/15/2018,M,B,17,18
34120,1/15/2018,M,B,22,23
34121,1/15/2018,M,B,49,50
34122,1/15/2018,M,B,41,42
34123,1/15/2018,M,B,26,27
34124,1/15/2018,M,W,40,40
34125,1/15/2018,M,B,19,20
34126,1/15/2018,M,W,36,36
34127,1/15/2018,M,B,21,22
34128,1/15/2018,M,B,46,47
34129,1/15/2018,M,B,22,22
34130,1/15/2018,M,W,30,30
34131,1/15/2018,M,B,43,44
34132,1/15/2018,M,W,35,36
34133,1/15/2018,M,W,27,28
34134,1/15/2018,M,W,29,29
34135,1/15/2018,M,B,22,23
34136,1/15/2018,M,B,51,52
34137,1/15/2018,M,W,56,57
34138,1/15/2018,M,B,24,25
34139,1/15/2018,M,B,21,21
34140,1/15/2018,M,B,49,49
34141,1/15/2018,M,B,21,22
34142,1/15/2018,M,W,43,44
34143,1/15/2018,M,W,23,24
34144,1/15/2018,M,W,37,37
34145,1/15/2018,M,B,19,19
34146,1/15/2018,M,W,17,18
34147,1/15/2018,M,W,26,26
34148,1/15/2018,M,B,58,58
34149,1/15/2018,M,B,28,28
34150,1/15/2018,M,W,58,58
34151,1/15/2018,M,W,37,37
34152,1/15/2018,M,W,19,19
34153,1/15/2018,M,W,19,19
34154,1/15/2018,M,B,26,27
34155,1/15/2018,M,W,54,55
34156,1/15/2018,M,W,28,28
34157,1/15/2018,M,B,36,36
34158,1/15/2018,M,W,41,41
34159,1/15/2018,M,x,34,35
34160,1/15/2018,M,B,49,49
34161,1/15/2018,M,B,51,51
34162,1/15/2018,M,B,28,28
34163,1/15/2018,M,B,23,23
34164,1/15/2018,M,W,63,63
34165,1/15/2018,M,B,24,24
34166,1/15/2018,M,B,36,36
34167,1/15/2018,M,W,45,45
34168,1/15/2018,M,W,53,53
34169,1/15/2018,M,B,29,29
34170,1/15/2018,M,B,49,49
34171,1/15/2018,M,B,21,21
34172,1/15/2018,M,B,26,26
34173,1/15/2018,M,B,33,33
34174,1/15/2018,M,W,36,36
34175,1/15/2018,M,B,46,47
34176,1/15/2018,M,W,25,25
34177,1/15/2018,M,B,24,26
34178,1/15/2018,M,W,27,29
34179,1/15/2018,M,W,37,38
34180,1/15/2018,M,B,29,30
34181,1/15/2018,M,W,39,40
34182,1/15/2018,M,B,27,29
34183,1/15/2018,M,W,35,36
34184,1/15/2018,M,W,42,43
34185,1/15/2018,M,B,43,44
34186,1/15/2018,M,W,27,28
34187,1/15/2018,M,W,39,40
34188,1/15/2018,M,W,20,21
34189,1/15/2018,M,B,19,20
34190,1/15/2018,M,W,25,25
34191,1/15/2018,M,B,48,48
34192,1/15/2018,M,B,36,36
34193,1/15/2018,M,W,30,31
34194,1/15/2018,M,B,26,26
34195,1/15/2018,M,B,29,30
34196,1/15/2018,M,B,69,70
34197,1/15/2018,M,B,20,20
34198,1/15/2018,M,B,20,20
34199,1/15/2018,M,B,33,33
34200,1/15/2018,M,B,18,18
34201,1/15/2018,M,B,29,29
34202,1/15/2018,M,W,34,34
34203,1/15/2018,M,B,26,26
34204,1/15/2018,M,B,31,31
34205,1/15/2018,M,W,61,61
34206,1/15/2018,M,B,21,21
34207,1/15/2018,M,B,24,24
34208,1/15/2018,M,W,25,25
34209,1/15/2018,M,W,41,41
34210,1/15/2018,M,W,51,51
34211,1/15/2018,M,B,40,40
34212,1/15/2018,M,B,38,38
34213,1/15/2018,M,B,41,41
34214,1/15/2018,M,W,37,37
34215,1/15/2018,M,B,28,28
34216,1/15/2018,M,W,22,22
34217,1/15/2018,M,B,63,64
34218,1/15/2018,M,B,19,20
34219,1/15/2018,M,B,52,52
34220,1/15/2018,M,W,36,36
34221,1/15/2018,M,B,22,22
34222,1/15/2018,M,B,46,46
34223,1/15/2018,M,B,22,22
34224,1/15/2018,M,W,57,58
34225,1/15/2018,M,W,40,41
34226,1/15/2018,M,W,28,29
34227,1/15/2018,M,B,45,46
34228,1/15/2018,M,B,54,54
34229,1/15/2018,M,B,32,33
34230,1/15/2018,M,W,51,51
34231,1/15/2018,M,W,37,37
34232,1/15/2018,M,W,38,38
34233,1/15/2018,M,W,31,32
34234,1/15/2018,M,W,29,29
34235,1/15/2018,M,B,29,29
34236,1/15/2018,M,B,34,35
34237,1/15/2018,M,W,34,35
34238,1/15/2018,M,B,36,36
34239,1/15/2018,M,W,31,31
34240,1/15/2018,M,B,20,20
34241,1/15/2018,M,B,28,28
34242,1/15/2018,M,W,21,21
34243,1/15/2018,M,W,36,36
34244,1/15/2018,M,B,18,18
34245,1/15/2018,M,B,35,35
34246,1/15/2018,M,B,22,22
34247,1/15/2018,M,B,39,39
34248,1/15/2018,M,B,28,28
34249,1/15/2018,M,B,26,26
34250,1/15/2018,M,B,64,64
34251,1/15/2018,M,B,31,31
34252,1/15/2018,M,W,29,29
34253,1/15/2018,M,W,40,40
34254,1/15/2018,M,W,64,64
34255,1/15/2018,M,B,22,22
34256,1/15/2018,M,W,40,40
34257,1/15/2018,M,B,20,20
34258,1/15/2018,M,B,59,59
34259,1/15/2018,M,W,57,57
34260,1/15/2018,M,W,37,37
34261,1/15/2018,M,W,23,23
34262,1/15/2018,M,B,57,57
34263,1/15/2018,M,B,30,30
34264,1/15/2018,M,W,35,35
34265,1/15/2018,M,B,26,26
34266,1/15/2018,M,W,30,30
34267,1/15/2018,M,W,25,25
34268,1/15/2018,M,W,39,39
34269,1/15/2018,M,W,26,26
34270,1/15/2018,M,B,20,20
34271,1/15/2018,M,B,21,21
34272,1/15/2018,M,B,19,19
34273,1/15/2018,M,B,25,25
34274,1/15/2018,M,W,28,28
34275,1/15/2018,M,W,55,55
34276,1/15/2018,M,B,19,19
34277,1/15/2018,M,B,25,25
34278,1/15/2018,M,W,31,31
34279,1/15/2018,M,W,59,66
34280,1/15/2018,M,B,40,41
34281,1/15/2018,M,B,24,25
34282,1/15/2018,M,B,32,33
34283,1/15/2018,M,B,52,53
34284,1/15/2018,M,B,62,63
34285,1/15/2018,M,W,30,31
34286,1/15/2018,M,W,47,48
34287,1/15/2018,M,B,23,23
34288,1/15/2018,M,W,36,37
34289,1/15/2018,M,W,24,24
34290,1/15/2018,M,W,39,39
34291,1/15/2018,M,W,31,32
34292,1/15/2018,M,W,38,38
34293,1/15/2018,M,x,25,25
34294,1/15/2018,M,B,19,20
34295,1/15/2018,M,B,20,21
34296,1/15/2018,M,B,30,31
34297,1/15/2018,M,W,37,38
34298,1/15/2018,M,B,18,19
34299,1/15/2018,M,W,32,33
34300,1/15/2018,M,W,24,24
34301,1/15/2018,M,B,46,47
34302,1/15/2018,M,B,31,32
34303,1/15/2018,M,B,37,38
34304,1/15/2018,M,W,23,24
34305,1/15/2018,M,B,19,19
34306,1/15/2018,M,B,28,28
34307,1/15/2018,M,B,20,21
34308,1/15/2018,M,W,42,43
34309,1/15/2018,M,B,27,28
34310,1/15/2018,M,W,30,30
34311,1/15/2018,M,B,19,20
34312,1/15/2018,M,B,45,45
34313,1/15/2018,M,W,30,30
34314,1/15/2018,M,B,32,33
34315,1/15/2018,M,x,26,27
34316,1/15/2018,M,B,57,58
34317,1/15/2018,M,B,20,20
34318,1/15/2018,M,B,19,19
34319,1/15/2018,M,W,55,55
34320,1/15/2018,M,B,26,26
34321,1/15/2018,M,B,24,24
34322,1/15/2018,M,W,40,40
34323,1/15/2018,M,B,20,20
34324,1/15/2018,M,W,57,57
34325,1/15/2018,M,B,36,36
34326,1/15/2018,M,B,19,19
34327,1/15/2018,M,B,30,30
34328,1/15/2018,M,W,31,31
34329,1/15/2018,M,B,63,63
34330,1/15/2018,M,B,25,26
34331,1/15/2018,M,B,28,29
34332,1/15/2018,M,W,45,45
34333,1/15/2018,M,B,25,25
34334,1/15/2018,M,B,56,56
34335,1/15/2018,M,B,30,30
34336,1/15/2018,M,B,24,24
34337,1/15/2018,M,W,43,43
34338,1/15/2018,M,W,42,42
34339,1/15/2018,M,B,30,31
34340,1/15/2018,M,W,38,38
34341,1/15/2018,M,W,34,34
34342,1/15/2018,M,W,44,44
34343,1/15/2018,M,B,52,52
34344,1/15/2018,M,B,56,56
34345,1/15/2018,M,W,29,29
34346,1/15/2018,M,B,36,36
34347,1/15/2018,M,W,37,37
34348,1/15/2018,M,W,43,43
34349,1/15/2018,M,B,27,27
34350,1/15/2018,M,W,33,33
34351,1/15/2018,M,B,48,48
34352,1/15/2018,M,W,31,31
34353,1/15/2018,M,W,37,37
34354,1/15/2018,M,B,26,26
34355,1/15/2018,M,W,41,41
34356,1/15/2018,M,H,35,35
34357,1/15/2018,M,B,25,25
34358,1/15/2018,M,B,27,27
34359,1/15/2018,M,B,26,26
34360,1/15/2018,M,W,58,58
34361,1/15/2018,M,W,32,32
34362,1/15/2018,M,B,40,40
34363,1/15/2018,M,B,19,19
34364,1/15/2018,M,W,46,46
34365,1/15/2018,M,W,36,36
34366,1/15/2018,M,B,37,37
34367,1/15/2018,M,B,47,47
34368,1/15/2018,M,W,42,43
34369,1/15/2018,M,W,50,50
34370,1/15/2018,M,B,20,20
34371,1/15/2018,M,W,57,57
34372,1/15/2018,M,B,20,20
34373,1/15/2018,M,W,38,38
34374,1/15/2018,M,W,20,20
34375,1/15/2018,M,B,26,26
34376,1/15/2018,M,W,53,53
34377,1/15/2018,M,W,43,43
34378,1/15/2018,M,W,33,33
34379,1/15/2018,M,B,30,33
34380,1/15/2018,M,B,26,29
34381,1/15/2018,M,B,31,33
34382,1/15/2018,M,B,32,34
34383,1/15/2018,M,B,22,24
34384,1/15/2018,M,B,19,21
34385,1/15/2018,M,B,28,29
34386,1/15/2018,M,B,40,41
34387,1/15/2018,M,B,19,20
34388,1/15/2018,M,B,57,58
34389,1/15/2018,M,B,23,24
34390,1/15/2018,M,B,54,55
34391,1/15/2018,M,B,50,50
34392,1/15/2018,M,W,40,41
34393,1/15/2018,M,W,26,27
34394,1/15/2018,M,B,55,56
34395,1/15/2018,M,B,41,42
34396,1/15/2018,M,B,36,36
34397,1/15/2018,M,B,21,22
34398,1/15/2018,M,W,33,34
34399,1/15/2018,M,B,56,57
34400,1/15/2018,M,W,31,32
34401,1/15/2018,M,B,36,37
34402,1/15/2018,M,B,56,57
34403,1/15/2018,M,W,35,35
34404,1/15/2018,M,B,31,31
34405,1/15/2018,M,B,33,33
34406,1/15/2018,M,B,20,20
34407,1/15/2018,M,B,46,46
34408,1/15/2018,M,A,31,31
34409,1/15/2018,M,W,34,34
34410,1/15/2018,M,W,38,38
34411,1/15/2018,M,W,50,51
34412,1/15/2018,M,B,38,39
34413,1/15/2018,M,W,33,33
34414,1/15/2018,M,B,19,19
34415,1/15/2018,M,B,20,21
34416,1/15/2018,M,B,24,25
34417,1/15/2018,M,W,48,48
34418,1/15/2018,M,B,20,20
34419,1/15/2018,M,B,34,34
34420,1/15/2018,M,B,22,23
34421,1/15/2018,M,B,30,30
34422,1/15/2018,M,B,51,52
34423,1/15/2018,M,W,32,33
34424,1/15/2018,M,W,36,37
34425,1/15/2018,M,B,40,41
34426,1/15/2018,M,W,33,33
34427,1/15/2018,M,W,52,53
34428,1/15/2018,M,W,42,42
34429,1/15/2018,M,B,55,55
34430,1/15/2018,M,W,36,36
34431,1/15/2018,M,W,29,29
34432,1/15/2018,M,B,30,30
34433,1/15/2018,M,B,25,26
34434,1/15/2018,M,W,29,30
34435,1/15/2018,M,B,36,36
34436,1/15/2018,M,B,64,64
34437,1/15/2018,M,W,35,35
34438,1/15/2018,M,B,34,34
34439,1/15/2018,M,B,31,32
34440,1/15/2018,M,B,40,41
34441,1/15/2018,M,B,31,31
34442,1/15/2018,M,W,30,30
34443,1/15/2018,M,B,38,39
34444,1/15/2018,M,B,44,44
34445,1/15/2018,M,B,44,45
34446,1/15/2018,M,W,28,28
34447,1/15/2018,M,B,52,53
34448,1/15/2018,M,W,41,41
34449,1/15/2018,M,B,32,32
34450,1/15/2018,M,B,31,32
34451,1/15/2018,M,B,60,60
34452,1/15/2018,M,B,44,44
34453,1/15/2018,M,B,28,28
34454,1/15/2018,M,B,27,27
34455,1/15/2018,M,B,19,19
34456,1/15/2018,M,W,27,27
34457,1/15/2018,M,B,41,41
34458,1/15/2018,M,W,25,25
34459,1/15/2018,M,B,40,40
34460,1/15/2018,M,B,27,27
34461,1/15/2018,M,W,50,50
34462,1/15/2018,M,B,39,39
34463,1/15/2018,M,B,27,27
34464,1/15/2018,M,B,53,53
34465,1/15/2018,M,B,25,25
34466,1/15/2018,M,B,23,23
34467,1/15/2018,M,B,57,57
34468,1/15/2018,M,B,20,20
34469,1/15/2018,M,W,21,21
34470,1/15/2018,M,B,53,53
34471,1/15/2018,M,B,20,20
34472,1/15/2018,M,B,46,46
34473,1/15/2018,M,B,41,41
34474,1/15/2018,M,W,35,35
34475,1/15/2018,M,B,47,47
34476,1/15/2018,M,B,49,49
34477,1/15/2018,M,B,34,34
34478,1/15/2018,M,B,22,24
34479,1/15/2018,M,B,18,20
34480,1/15/2018,M,B,36,38
34481,1/15/2018,M,W,38,39
34482,1/15/2018,M,B,44,45
34483,1/15/2018,M,B,29,30
34484,1/15/2018,M,W,29,30
34485,1/15/2018,M,B,30,31
34486,1/15/2018,M,B,31,32
34487,1/15/2018,M,B,28,29
34488,1/15/2018,M,B,37,38
34489,1/15/2018,M,B,19,20
34490,1/15/2018,M,B,32,33
34491,1/15/2018,M,W,33,34
34492,1/15/2018,M,B,32,33
34493,1/15/2018,M,B,46,47
34494,1/15/2018,M,B,32,32
34495,1/15/2018,M,B,36,37
34496,1/15/2018,M,B,37,38
34497,1/15/2018,M,B,36,37
34498,1/15/2018,M,B,33,34
34499,1/15/2018,M,B,34,35
34500,1/15/2018,M,W,28,28
34501,1/15/2018,M,B,25,26
34502,1/15/2018,M,B,24,24
34503,1/15/2018,M,B,38,38
34504,1/15/2018,M,W,47,47
34505,1/15/2018,M,B,34,35
34506,1/15/2018,M,B,27,27
34507,1/15/2018,M,B,35,36
34508,1/15/2018,M,B,25,26
34509,1/15/2018,M,W,33,34
34510,1/15/2018,M,W,27,28
34511,1/15/2018,M,B,18,19
34512,1/15/2018,M,W,38,38
34513,1/15/2018,M,B,36,36
34514,1/15/2018,M,B,49,50
34515,1/15/2018,M,B,23,23
34516,1/15/2018,M,B,35,35
34517,1/15/2018,M,W,62,62
34518,1/15/2018,M,B,30,30
34519,1/15/2018,M,B,29,29
34520,1/15/2018,M,B,30,30
34521,1/15/2018,M,B,22,23
34522,1/15/2018,M,B,49,49
34523,1/15/2018,M,B,23,23
34524,1/15/2018,M,B,39,40
34525,1/15/2018,M,B,36,37
34526,1/15/2018,M,B,19,19
34527,1/15/2018,M,B,55,55
34528,1/15/2018,M,B,31,31
34529,1/15/2018,M,B,38,38
34530,1/15/2018,M,B,25,26
34531,1/15/2018,M,B,35,35
34532,1/15/2018,M,B,32,32
34533,1/15/2018,M,B,35,36
34534,1/15/2018,M,B,23,23
34535,1/15/2018,M,W,37,37
34536,1/15/2018,M,B,46,46
34537,1/15/2018,M,B,26,26
34538,1/15/2018,M,W,35,35
34539,1/15/2018,M,B,37,38
34540,1/15/2018,M,A,25,25
34541,1/15/2018,M,B,53,53
34542,1/15/2018,M,W,32,32
34543,1/15/2018,M,W,36,36
34544,1/15/2018,M,B,29,29
34545,1/15/2018,M,W,31,31
34546,1/15/2018,M,B,28,28
34547,1/15/2018,M,W,32,32
34548,1/15/2018,M,B,30,30
34549,1/15/2018,M,B,52,52
34550,1/15/2018,M,B,34,34
34551,1/15/2018,M,B,24,24
34552,1/15/2018,M,B,45,46
34553,1/15/2018,M,W,22,22
34554,1/15/2018,M,B,55,55
34555,1/15/2018,M,B,21,21
34556,1/15/2018,M,W,42,42
34557,1/15/2018,M,W,24,24
34558,1/15/2018,M,W,64,64
34559,1/15/2018,M,B,30,30
34560,1/15/2018,M,B,32,32
34561,1/15/2018,M,B,17,18
34562,1/15/2018,M,B,28,28
34563,1/15/2018,M,B,30,30
34564,1/15/2018,M,W,31,31
34565,1/15/2018,M,B,33,33
34566,1/15/2018,M,B,40,40
34567,1/15/2018,M,W,39,39
34568,1/15/2018,M,W,47,47
34569,1/15/2018,M,W,32,32
34570,1/15/2018,M,W,54,54
34571,1/15/2018,M,B,27,28
34572,1/15/2018,M,B,27,27
34573,1/15/2018,M,W,27,27
34574,1/15/2018,M,W,31,31
34575,1/15/2018,M,W,42,42
34576,1/15/2018,M,B,31,31
34577,1/15/2018,M,,25,25
34578,1/15/2018,M,B,21,21
34579,1/15/2018,M,B,37,39
34580,1/15/2018,M,B,23,24
34581,1/15/2018,M,W,18,20
34582,1/15/2018,M,B,27,28
34583,1/15/2018,M,B,22,23
34584,1/15/2018,M,B,20,21
34585,1/15/2018,M,B,44,45
34586,1/15/2018,M,W,19,19
34587,1/15/2018,M,B,24,25
34588,1/15/2018,M,B,19,20
34589,1/15/2018,M,B,19,19
34590,1/15/2018,M,B,22,23
34591,1/15/2018,M,B,25,26
34592,1/15/2018,M,B,47,48
34593,1/15/2018,M,B,29,30
34594,1/15/2018,M,W,29,30
34595,1/15/2018,M,W,29,30
34596,1/15/2018,M,B,25,26
34597,1/15/2018,M,W,37,38
34598,1/15/2018,M,B,18,19
34599,1/15/2018,M,B,35,36
34600,1/15/2018,M,B,27,27
34601,1/15/2018,M,B,35,36
34602,1/15/2018,M,B,28,28
34603,1/15/2018,M,B,23,24
34604,1/15/2018,M,W,25,26
34605,1/15/2018,M,B,29,30
34606,1/15/2018,M,B,26,27
34607,1/15/2018,M,W,32,32
34608,1/15/2018,M,W,34,34
34609,1/15/2018,M,B,38,39
34610,1/15/2018,M,B,24,24
34611,1/15/2018,M,B,45,45
34612,1/15/2018,M,B,24,24
34613,1/15/2018,M,B,37,38
34614,1/15/2018,M,B,41,42
34615,1/15/2018,M,B,30,30
34616,1/15/2018,M,W,39,40
34617,1/15/2018,M,W,40,41
34618,1/15/2018,M,B,24,25
34619,1/15/2018,M,W,21,22
34620,1/15/2018,M,B,27,27
34621,1/15/2018,M,x,21,21
34622,1/15/2018,M,W,35,35
34623,1/15/2018,M,W,34,34
34624,1/15/2018,M,B,28,28
34625,1/15/2018,M,B,34,34
34626,1/15/2018,M,W,59,59
34627,1/15/2018,M,B,24,24
34628,1/15/2018,M,x,25,25
34629,1/15/2018,M,B,30,30
34630,1/15/2018,M,B,43,43
34631,1/15/2018,M,B,48,48
34632,1/15/2018,M,H,39,39
34633,1/15/2018,M,B,27,27
34634,1/15/2018,M,B,21,21
34635,1/15/2018,M,W,34,34
34636,1/15/2018,M,H,30,30
34637,1/15/2018,M,B,32,32
34638,1/15/2018,M,B,20,20
34639,1/15/2018,M,B,32,32
34640,1/15/2018,M,B,35,36
34641,1/15/2018,M,B,23,24
34642,1/15/2018,M,B,22,23
34643,1/15/2018,M,B,49,50
34644,1/15/2018,M,B,28,28
34645,1/15/2018,M,B,28,28
34646,1/15/2018,M,W,35,36
34647,1/15/2018,M,B,29,29
34648,1/15/2018,M,W,32,32
34649,1/15/2018,M,B,33,33
34650,1/15/2018,M,B,29,29
34651,1/15/2018,M,B,31,31
34652,1/15/2018,M,W,22,23
34653,1/15/2018,M,W,40,40
34654,1/15/2018,M,B,28,28
34655,1/15/2018,M,W,33,33
34656,1/15/2018,M,W,66,66
34657,1/15/2018,M,B,29,29
34658,1/15/2018,M,W,25,26
34659,1/15/2018,M,B,36,36
34660,1/15/2018,M,B,29,29
34661,1/15/2018,M,B,28,28
34662,1/15/2018,M,B,28,28
34663,1/15/2018,M,B,30,30
34664,1/15/2018,M,B,36,36
34665,1/15/2018,M,W,35,35
34666,1/15/2018,M,H,30,30
34667,1/15/2018,M,W,27,27
34668,1/15/2018,M,B,31,32
34669,1/15/2018,M,B,31,31
34670,1/15/2018,M,W,46,46
34671,1/15/2018,M,B,20,20
34672,1/15/2018,M,B,25,25
34673,1/15/2018,M,W,41,41
34674,1/15/2018,M,B,28,28
34675,1/15/2018,M,W,39,39
34676,1/15/2018,M,B,40,40
34677,1/15/2018,M,B,29,29
34678,1/15/2018,M,B,54,54
34679,1/15/2018,M,B,31,31
34680,1/15/2018,M,W,48,49
34681,1/15/2018,M,B,34,35
34682,1/15/2018,M,B,34,35
34683,1/15/2018,M,B,21,22
34684,1/15/2018,M,W,66,67
34685,1/15/2018,M,B,44,45
34686,1/15/2018,M,B,28,29
34687,1/15/2018,M,W,24,24
34688,1/15/2018,M,B,35,35
34689,1/15/2018,M,B,18,19
34690,1/15/2018,M,B,25,25
34691,1/15/2018,M,W,34,34
34692,1/15/2018,M,W,52,52
34693,1/15/2018,M,B,21,21
34694,1/15/2018,M,W,40,40
34695,1/15/2018,M,B,58,58
34696,1/15/2018,M,B,40,41
34697,1/15/2018,M,B,33,33
34698,1/15/2018,M,W,19,20
34699,1/15/2018,M,B,30,31
34700,1/15/2018,M,B,30,31
34701,1/15/2018,M,B,38,39
34702,1/15/2018,M,B,38,38
34703,1/15/2018,M,H,39,39
34704,1/15/2018,M,H,34,34
34705,1/15/2018,M,U,20,21
34706,1/15/2018,M,B,50,50
34707,1/15/2018,M,B,29,29
34708,1/15/2018,M,W,35,35
34709,1/15/2018,M,W,38,38
34710,1/15/2018,M,W,42,43
34711,1/15/2018,M,B,27,27
34712,1/15/2018,M,B,20,21
34713,1/15/2018,M,B,19,19
34714,1/15/2018,M,B,62,62
34715,1/15/2018,M,B,20,20
34716,1/15/2018,M,B,36,37
34717,1/15/2018,M,B,23,23
34718,1/15/2018,M,B,24,24
34719,1/15/2018,M,B,23,23
34720,1/15/2018,M,B,27,27
34721,1/15/2018,M,B,31,31
34722,1/15/2018,M,B,34,35
34723,1/15/2018,M,W,32,33
34724,1/15/2018,M,B,23,23
34725,1/15/2018,M,W,28,29
34726,1/15/2018,M,B,62,62
34727,1/15/2018,M,B,31,31
34728,1/15/2018,M,B,50,50
34729,1/15/2018,M,B,40,40
34730,1/15/2018,M,B,28,28
34731,1/15/2018,M,B,24,24
34732,1/15/2018,M,B,27,27
34733,1/15/2018,M,W,41,42
34734,1/15/2018,M,W,37,37
34735,1/15/2018,M,B,26,26
34736,1/15/2018,M,H,33,33
34737,1/15/2018,M,H,29,29
34738,1/15/2018,M,W,31,31
34739,1/15/2018,M,B,40,40
34740,1/15/2018,M,W,42,42
34741,1/15/2018,M,B,43,43
34742,1/15/2018,M,W,29,29
34743,1/15/2018,M,B,20,20
34744,1/15/2018,M,W,31,31
34745,1/15/2018,M,B,30,30
34746,1/15/2018,M,B,19,19
34747,1/15/2018,M,B,46,46
34748,1/15/2018,M,B,19,19
34749,1/15/2018,M,B,33,33
34750,1/15/2018,M,B,28,28
34751,1/15/2018,M,W,28,28
34752,1/15/2018,M,W,28,28
34753,1/15/2018,M,W,21,21
34754,1/15/2018,M,B,46,46
34755,1/15/2018,M,B,24,24
34756,1/15/2018,M,B,26,26
34757,1/15/2018,M,B,25,25
34758,1/15/2018,M,B,48,48
34759,1/15/2018,M,W,26,26
34760,1/15/2018,M,B,35,35
34761,1/15/2018,M,B,53,53
34762,1/15/2018,M,W,24,24
34763,1/15/2018,M,W,40,40
34764,1/15/2018,M,B,38,38
34765,1/15/2018,M,B,33,33
34766,1/15/2018,M,W,27,27
34767,1/15/2018,M,H,26,26
34768,1/15/2018,M,B,20,20
34769,1/15/2018,M,B,28,28
34770,1/15/2018,M,B,23,23
34771,1/15/2018,M,B,21,21
34772,1/15/2018,M,W,48,48
34773,1/15/2018,M,B,19,19
34774,1/15/2018,M,B,44,44
34775,1/15/2018,M,B,26,26
34776,1/15/2018,M,W,40,40
34777,1/15/2018,M,B,27,27
34778,1/15/2018,M,W,41,41
34779,1/15/2018,M,B,36,36
34780,1/15/2018,M,B,21,22
34781,1/15/2018,M,B,35,37
34782,1/15/2018,M,B,20,21
34783,1/15/2018,M,B,37,38
34784,1/15/2018,M,B,22,23
34785,1/15/2018,M,B,31,32
34786,1/15/2018,M,B,24,25
34787,1/15/2018,M,B,26,27
34788,1/15/2018,M,B,45,46
34789,1/15/2018,M,W,30,30
34790,1/15/2018,M,B,29,30
34791,1/15/2018,M,B,33,34
34792,1/15/2018,M,B,25,26
34793,1/15/2018,M,B,23,24
34794,1/15/2018,M,B,33,34
34795,1/15/2018,M,B,30,30
34796,1/15/2018,M,B,42,43
34797,1/15/2018,M,B,69,69
34798,1/15/2018,M,B,22,22
34799,1/15/2018,M,B,49,50
34800,1/15/2018,M,B,34,34
34801,1/15/2018,M,B,33,33
34802,1/15/2018,M,B,23,24
34803,1/15/2018,M,B,28,29
34804,1/15/2018,M,B,29,30
34805,1/15/2018,M,B,54,55
34806,1/15/2018,M,B,41,41
34807,1/15/2018,M,B,36,36
34808,1/15/2018,M,W,25,26
34809,1/15/2018,M,B,40,40
34810,1/15/2018,M,B,40,41
34811,1/15/2018,M,W,29,29
34812,1/15/2018,M,B,32,33
