_id,date,gender,race,agebook,agecurr
18567,1/8/2018,F,W,32,32
18568,1/8/2018,F,B,19,19
18569,1/8/2018,F,B,26,26
18570,1/8/2018,F,W,42,42
18571,1/8/2018,F,W,33,33
18572,1/8/2018,F,W,44,44
18573,1/8/2018,F,B,57,57
18574,1/8/2018,F,W,38,38
18575,1/8/2018,F,W,25,25
18576,1/8/2018,F,B,31,31
18577,1/8/2018,F,W,40,40
18578,1/8/2018,F,W,31,31
18579,1/8/2018,F,W,52,52
18580,1/8/2018,F,W,39,39
18581,1/8/2018,F,W,53,53
18582,1/8/2018,F,W,30,30
18583,1/8/2018,F,B,35,35
18584,1/8/2018,F,W,43,43
18585,1/8/2018,F,W,22,22
18586,1/8/2018,F,W,34,34
18587,1/8/2018,F,W,35,35
18588,1/8/2018,F,B,23,23
18589,1/8/2018,F,W,36,36
18590,1/8/2018,F,W,29,29
18591,1/8/2018,F,U,19,19
18592,1/8/2018,F,B,42,44
18593,1/8/2018,F,W,70,71
18594,1/8/2018,M,B,62,62
18595,1/8/2018,F,W,57,58
18596,1/8/2018,M,W,44,45
18597,1/8/2018,M,B,41,42
18598,1/8/2018,M,B,57,57
18599,1/8/2018,M,W,63,63
18600,1/8/2018,F,W,57,57
18601,1/8/2018,M,B,72,73
18602,1/8/2018,M,B,31,32
18603,1/8/2018,M,W,57,57
18604,1/8/2018,F,W,52,52
18605,1/8/2018,M,B,76,76
18606,1/8/2018,F,W,47,47
18607,1/8/2018,F,W,40,40
18608,1/8/2018,M,B,40,41
18609,1/8/2018,F,B,33,33
18610,1/8/2018,F,B,49,50
18611,1/8/2018,M,B,27,27
18612,1/8/2018,F,W,35,35
18613,1/8/2018,M,B,55,55
18614,1/8/2018,M,B,64,64
18615,1/8/2018,M,W,28,28
18616,1/8/2018,M,B,23,23
18617,1/8/2018,M,B,32,32
18618,1/8/2018,F,W,33,33
18619,1/8/2018,F,W,23,23
18620,1/8/2018,F,W,23,23
18621,1/8/2018,F,W,28,28
18622,1/8/2018,M,W,37,38
18623,1/8/2018,M,W,30,32
18624,1/8/2018,M,W,24,25
18625,1/8/2018,M,W,24,24
18626,1/8/2018,M,B,26,26
18627,1/8/2018,M,W,42,42
18628,1/8/2018,M,W,30,30
18629,1/8/2018,M,W,25,26
18630,1/8/2018,M,B,31,32
18631,1/8/2018,M,W,26,26
18632,1/8/2018,M,B,42,42
18633,1/8/2018,M,B,55,55
18634,1/8/2018,M,W,45,45
18635,1/8/2018,M,W,73,73
18636,1/8/2018,M,W,24,24
18637,1/8/2018,M,W,48,48
18638,1/8/2018,M,W,24,24
18639,1/8/2018,M,B,48,48
18640,1/8/2018,M,W,29,29
18641,1/8/2018,M,B,20,20
18642,1/8/2018,M,W,24,24
18643,1/8/2018,M,B,29,29
18644,1/8/2018,M,B,24,24
18645,1/8/2018,M,B,32,35
18646,1/8/2018,M,B,34,36
18647,1/8/2018,M,B,33,35
18648,1/8/2018,M,B,26,28
18649,1/8/2018,M,B,35,36
18650,1/8/2018,M,W,29,30
18651,1/8/2018,M,B,30,31
18652,1/8/2018,M,B,39,40
18653,1/8/2018,M,B,29,30
18654,1/8/2018,M,B,21,22
18655,1/8/2018,M,W,25,25
18656,1/8/2018,M,W,28,29
18657,1/8/2018,M,B,23,23
18658,1/8/2018,M,B,58,58
18659,1/8/2018,M,W,56,57
18660,1/8/2018,M,W,46,47
18661,1/8/2018,M,B,29,29
18662,1/8/2018,M,B,59,60
18663,1/8/2018,M,W,32,32
18664,1/8/2018,M,W,30,30
18665,1/8/2018,M,B,23,23
18666,1/8/2018,M,B,34,34
18667,1/8/2018,M,W,23,23
18668,1/8/2018,M,W,45,48
18669,1/8/2018,M,B,31,33
18670,1/8/2018,M,B,22,24
18671,1/8/2018,M,B,25,27
18672,1/8/2018,M,B,21,22
18673,1/8/2018,M,W,19,20
18674,1/8/2018,M,B,29,30
18675,1/8/2018,M,W,60,61
18676,1/8/2018,M,B,28,29
18677,1/8/2018,M,B,74,75
18678,1/8/2018,M,B,32,33
18679,1/8/2018,M,B,47,48
18680,1/8/2018,M,W,23,24
18681,1/8/2018,M,W,46,47
18682,1/8/2018,M,B,53,53
18683,1/8/2018,M,W,51,52
18684,1/8/2018,M,B,30,31
18685,1/8/2018,M,B,29,29
18686,1/8/2018,M,B,42,42
18687,1/8/2018,M,W,55,56
18688,1/8/2018,M,B,46,47
18689,1/8/2018,M,W,52,53
18690,1/8/2018,M,B,26,27
18691,1/8/2018,M,B,24,24
18692,1/8/2018,M,W,35,35
18693,1/8/2018,M,W,26,27
18694,1/8/2018,M,W,31,32
18695,1/8/2018,M,W,46,46
18696,1/8/2018,M,W,34,35
18697,1/8/2018,M,W,42,43
18698,1/8/2018,M,B,28,29
18699,1/8/2018,M,B,25,25
18700,1/8/2018,M,W,56,56
18701,1/8/2018,M,B,26,26
18702,1/8/2018,M,B,54,55
18703,1/8/2018,M,B,24,25
18704,1/8/2018,M,W,52,52
18705,1/8/2018,M,W,25,25
18706,1/8/2018,M,B,66,67
18707,1/8/2018,M,B,34,35
18708,1/8/2018,M,B,40,41
18709,1/8/2018,M,B,31,32
18710,1/8/2018,M,W,22,22
18711,1/8/2018,M,B,44,45
18712,1/8/2018,M,B,28,29
18713,1/8/2018,M,W,44,44
18714,1/8/2018,M,B,59,59
18715,1/8/2018,M,W,35,36
18716,1/8/2018,M,W,25,26
18717,1/8/2018,M,W,32,33
18718,1/8/2018,M,B,19,20
18719,1/8/2018,M,W,26,26
18720,1/8/2018,M,W,28,28
18721,1/8/2018,M,W,37,37
18722,1/8/2018,M,B,47,47
18723,1/8/2018,M,B,61,62
18724,1/8/2018,M,W,34,34
18725,1/8/2018,M,W,35,35
18726,1/8/2018,M,W,46,50
18727,1/8/2018,M,W,63,65
18728,1/8/2018,M,W,60,62
18729,1/8/2018,M,B,23,25
18730,1/8/2018,M,B,33,34
18731,1/8/2018,M,W,40,41
18732,1/8/2018,M,W,45,46
18733,1/8/2018,M,W,27,28
18734,1/8/2018,M,W,33,33
18735,1/8/2018,M,W,26,27
18736,1/8/2018,M,B,33,34
18737,1/8/2018,M,W,48,49
18738,1/8/2018,M,W,43,44
18739,1/8/2018,M,W,36,37
18740,1/8/2018,M,W,55,56
18741,1/8/2018,M,W,55,56
18742,1/8/2018,M,B,47,48
18743,1/8/2018,M,B,30,31
18744,1/8/2018,M,W,37,38
18745,1/8/2018,M,B,41,42
18746,1/8/2018,M,B,31,32
18747,1/8/2018,M,W,21,22
18748,1/8/2018,M,B,36,36
18749,1/8/2018,M,B,43,43
18750,1/8/2018,M,W,61,61
18751,1/8/2018,M,B,31,32
18752,1/8/2018,M,W,55,55
18753,1/8/2018,M,B,30,31
18754,1/8/2018,M,W,30,30
18755,1/8/2018,M,B,39,39
18756,1/8/2018,M,B,49,50
18757,1/8/2018,M,B,33,33
18758,1/8/2018,M,W,45,45
18759,1/8/2018,M,W,52,52
18760,1/8/2018,M,B,49,49
18761,1/8/2018,M,B,61,61
18762,1/8/2018,M,B,26,26
18763,1/8/2018,M,W,34,34
18764,1/8/2018,M,W,54,54
18765,1/8/2018,M,B,55,55
18766,1/8/2018,M,B,53,53
18767,1/8/2018,M,B,55,55
18768,1/8/2018,M,W,33,33
18769,1/8/2018,F,W,38,39
18770,1/8/2018,F,W,27,28
18771,1/8/2018,F,W,34,34
18772,1/8/2018,F,W,35,36
18773,1/8/2018,F,W,29,30
18774,1/8/2018,F,W,35,36
18775,1/8/2018,F,W,26,27
18776,1/8/2018,F,B,27,28
18777,1/8/2018,F,B,48,49
18778,1/8/2018,F,W,37,37
18779,1/8/2018,F,W,34,34
18780,1/8/2018,F,W,32,33
18781,1/8/2018,F,B,31,31
18782,1/8/2018,F,B,25,25
18783,1/8/2018,F,W,25,26
18784,1/8/2018,F,W,48,48
18785,1/8/2018,F,W,40,40
18786,1/8/2018,F,W,35,35
18787,1/8/2018,F,W,37,37
18788,1/8/2018,F,B,38,38
18789,1/8/2018,F,W,39,39
18790,1/8/2018,F,B,57,58
18791,1/8/2018,F,B,28,28
18792,1/8/2018,F,W,29,29
18793,1/8/2018,F,W,26,26
18794,1/8/2018,F,B,21,22
18795,1/8/2018,F,B,48,48
18796,1/8/2018,F,W,33,33
18797,1/8/2018,F,W,22,22
18798,1/8/2018,F,W,47,47
18799,1/8/2018,F,W,55,56
18800,1/8/2018,F,W,24,24
18801,1/8/2018,F,B,54,54
18802,1/8/2018,F,B,53,53
18803,1/8/2018,M,B,30,33
18804,1/8/2018,M,B,36,39
18805,1/8/2018,M,B,29,32
18806,1/8/2018,M,B,28,30
18807,1/8/2018,M,B,32,35
18808,1/8/2018,M,W,35,37
18809,1/8/2018,M,B,24,26
18810,1/8/2018,M,B,29,31
18811,1/8/2018,M,B,22,23
18812,1/8/2018,M,B,23,24
18813,1/8/2018,M,B,22,23
18814,1/8/2018,M,W,23,24
18815,1/8/2018,M,B,21,22
18816,1/8/2018,M,B,22,23
18817,1/8/2018,M,B,24,25
18818,1/8/2018,M,B,18,19
18819,1/8/2018,M,B,23,24
18820,1/8/2018,M,B,20,21
18821,1/8/2018,M,W,60,60
18822,1/8/2018,M,B,19,20
18823,1/8/2018,M,B,21,22
18824,1/8/2018,M,B,20,21
18825,1/8/2018,M,B,19,20
18826,1/8/2018,M,B,26,27
18827,1/8/2018,M,B,40,41
18828,1/8/2018,M,W,32,32
18829,1/8/2018,M,B,24,25
18830,1/8/2018,M,B,25,25
18831,1/8/2018,M,B,37,37
18832,1/8/2018,M,W,47,47
18833,1/8/2018,M,B,53,54
18834,1/8/2018,M,B,21,21
18835,1/8/2018,M,B,24,24
18836,1/8/2018,M,W,24,25
18837,1/8/2018,M,x,19,20
18838,1/8/2018,M,B,18,19
18839,1/8/2018,M,B,37,37
18840,1/8/2018,M,W,24,25
18841,1/8/2018,M,B,35,36
18842,1/8/2018,M,B,47,48
18843,1/8/2018,M,B,29,30
18844,1/8/2018,M,B,26,26
18845,1/8/2018,M,B,21,22
18846,1/8/2018,M,B,23,24
18847,1/8/2018,M,B,23,23
18848,1/8/2018,M,B,33,33
18849,1/8/2018,M,W,28,29
18850,1/8/2018,M,B,18,19
18851,1/8/2018,M,W,27,28
18852,1/8/2018,M,B,28,28
18853,1/8/2018,M,B,25,25
18854,1/8/2018,M,B,25,26
18855,1/8/2018,M,B,34,34
18856,1/8/2018,M,B,19,20
18857,1/8/2018,M,W,33,34
18858,1/8/2018,M,B,24,24
18859,1/8/2018,M,B,31,31
18860,1/8/2018,M,B,36,36
18861,1/8/2018,M,B,27,27
18862,1/8/2018,M,B,24,24
18863,1/8/2018,M,B,66,66
18864,1/8/2018,M,B,28,28
18865,1/8/2018,M,B,21,21
18866,1/8/2018,M,B,24,24
18867,1/8/2018,M,B,26,26
18868,1/8/2018,M,B,26,26
18869,1/8/2018,M,B,23,23
18870,1/8/2018,M,B,27,27
18871,1/8/2018,M,B,29,29
18872,1/8/2018,M,B,30,30
18873,1/8/2018,M,B,25,25
18874,1/8/2018,M,B,19,19
18875,1/8/2018,M,B,25,25
18876,1/8/2018,M,B,30,30
18877,1/8/2018,M,B,34,34
18878,1/8/2018,M,H,40,40
18879,1/8/2018,M,B,31,31
18880,1/8/2018,M,B,24,24
18881,1/8/2018,M,B,30,30
18882,1/8/2018,M,B,22,25
18883,1/8/2018,M,B,24,25
18884,1/8/2018,M,H,35,36
18885,1/8/2018,M,B,29,30
18886,1/8/2018,M,B,21,22
18887,1/8/2018,M,B,26,27
18888,1/8/2018,M,B,26,28
18889,1/8/2018,M,B,23,25
18890,1/8/2018,M,B,30,31
18891,1/8/2018,M,B,28,29
18892,1/8/2018,M,W,29,30
18893,1/8/2018,M,W,37,38
18894,1/8/2018,M,B,61,62
18895,1/8/2018,M,B,26,27
18896,1/8/2018,M,B,33,33
18897,1/8/2018,M,B,25,25
18898,1/8/2018,M,B,28,29
18899,1/8/2018,M,B,26,27
18900,1/8/2018,M,B,29,29
18901,1/8/2018,M,B,54,54
18902,1/8/2018,M,B,25,26
18903,1/8/2018,M,B,18,19
18904,1/8/2018,M,B,39,40
18905,1/8/2018,M,B,23,24
18906,1/8/2018,M,B,26,27
18907,1/8/2018,M,B,37,37
18908,1/8/2018,M,B,23,23
18909,1/8/2018,M,B,24,24
18910,1/8/2018,M,B,29,29
18911,1/8/2018,M,B,20,21
18912,1/8/2018,M,B,24,24
18913,1/8/2018,M,B,28,29
18914,1/8/2018,M,B,26,26
18915,1/8/2018,M,U,67,67
18916,1/8/2018,M,B,18,19
18917,1/8/2018,M,B,40,41
18918,1/8/2018,M,W,49,50
18919,1/8/2018,M,B,19,20
18920,1/8/2018,M,B,24,24
18921,1/8/2018,M,B,23,23
18922,1/8/2018,M,B,24,24
18923,1/8/2018,M,B,21,21
18924,1/8/2018,M,B,36,37
18925,1/8/2018,M,B,25,26
18926,1/8/2018,M,B,33,34
18927,1/8/2018,M,B,40,40
18928,1/8/2018,M,B,22,23
18929,1/8/2018,M,B,25,25
18930,1/8/2018,M,B,28,28
18931,1/8/2018,M,B,26,27
18932,1/8/2018,M,B,25,25
18933,1/8/2018,M,B,24,24
18934,1/8/2018,M,B,24,24
18935,1/8/2018,M,B,23,23
18936,1/8/2018,M,B,26,27
18937,1/8/2018,M,B,25,25
18938,1/8/2018,M,B,25,25
18939,1/8/2018,M,W,28,29
18940,1/8/2018,M,B,21,21
18941,1/8/2018,M,B,34,34
18942,1/8/2018,M,B,21,21
18943,1/8/2018,M,B,33,33
18944,1/8/2018,M,B,23,23
18945,1/8/2018,M,B,21,21
18946,1/8/2018,M,W,23,23
18947,1/8/2018,M,B,61,61
18948,1/8/2018,M,B,21,21
18949,1/8/2018,M,B,25,25
18950,1/8/2018,M,B,21,21
18951,1/8/2018,M,B,21,22
18952,1/8/2018,M,B,29,29
18953,1/8/2018,M,B,21,21
18954,1/8/2018,M,B,25,25
18955,1/8/2018,M,B,22,22
18956,1/8/2018,M,B,29,29
18957,1/8/2018,M,B,20,23
18958,1/8/2018,M,W,37,39
18959,1/8/2018,M,B,17,19
18960,1/8/2018,M,B,61,63
18961,1/8/2018,M,B,20,22
18962,1/8/2018,M,B,19,21
18963,1/8/2018,M,B,18,19
18964,1/8/2018,M,B,37,39
18965,1/8/2018,M,B,27,28
18966,1/8/2018,M,B,45,47
18967,1/8/2018,M,B,23,24
18968,1/8/2018,M,B,29,31
18969,1/8/2018,M,W,65,67
18970,1/8/2018,M,W,35,37
18971,1/8/2018,M,W,37,38
18972,1/8/2018,M,W,44,45
18973,1/8/2018,M,B,48,49
18974,1/8/2018,M,W,50,51
18975,1/8/2018,M,B,48,49
18976,1/8/2018,M,W,19,20
18977,1/8/2018,M,W,25,26
18978,1/8/2018,M,B,35,36
18979,1/8/2018,M,B,27,28
18980,1/8/2018,M,B,20,20
18981,1/8/2018,M,W,30,31
18982,1/8/2018,M,W,48,49
18983,1/8/2018,M,B,18,19
18984,1/8/2018,M,B,25,25
18985,1/8/2018,M,B,49,50
18986,1/8/2018,M,B,19,20
18987,1/8/2018,M,B,31,32
18988,1/8/2018,M,B,34,34
18989,1/8/2018,M,W,41,41
18990,1/8/2018,M,B,19,20
18991,1/8/2018,M,W,26,26
18992,1/8/2018,M,W,60,61
18993,1/8/2018,M,B,25,25
18994,1/8/2018,M,B,62,62
18995,1/8/2018,M,W,44,45
18996,1/8/2018,M,B,59,60
18997,1/8/2018,M,W,35,36
18998,1/8/2018,M,W,61,61
18999,1/8/2018,M,B,31,32
19000,1/8/2018,M,B,57,58
19001,1/8/2018,M,B,27,27
19002,1/8/2018,M,B,26,27
19003,1/8/2018,M,W,61,61
19004,1/8/2018,M,B,22,22
19005,1/8/2018,M,W,61,61
19006,1/8/2018,M,W,59,60
19007,1/8/2018,M,W,52,53
19008,1/8/2018,M,B,20,20
19009,1/8/2018,M,W,31,32
19010,1/8/2018,M,W,53,53
19011,1/8/2018,M,B,28,28
19012,1/8/2018,M,B,31,32
19013,1/8/2018,M,W,59,60
19014,1/8/2018,M,W,27,27
19015,1/8/2018,M,B,36,36
19016,1/8/2018,M,B,22,23
19017,1/8/2018,M,W,20,21
19018,1/8/2018,M,B,30,30
19019,1/8/2018,M,B,24,24
19020,1/8/2018,M,B,33,33
19021,1/8/2018,M,W,36,36
19022,1/8/2018,M,B,33,33
19023,1/8/2018,M,W,60,61
19024,1/8/2018,M,B,53,53
19025,1/8/2018,M,B,31,31
19026,1/8/2018,M,W,35,36
19027,1/8/2018,M,W,48,48
19028,1/8/2018,M,W,30,30
19029,1/8/2018,M,W,31,31
19030,1/8/2018,M,W,28,28
19031,1/8/2018,M,W,28,28
19032,1/8/2018,M,B,40,40
19033,1/8/2018,M,W,28,28
19034,1/8/2018,M,B,35,35
19035,1/8/2018,M,B,23,23
19036,1/8/2018,M,W,43,43
19037,1/8/2018,M,B,21,21
19038,1/8/2018,M,B,23,23
19039,1/8/2018,M,W,48,48
19040,1/8/2018,M,B,45,45
19041,1/8/2018,M,B,18,23
19042,1/8/2018,M,B,56,61
19043,1/8/2018,M,B,22,26
19044,1/8/2018,M,W,30,32
19045,1/8/2018,M,B,17,20
19046,1/8/2018,M,B,17,19
19047,1/8/2018,M,B,60,62
19048,1/8/2018,M,W,48,50
19049,1/8/2018,M,B,21,23
19050,1/8/2018,M,W,22,23
19051,1/8/2018,M,B,26,27
19052,1/8/2018,M,W,22,23
19053,1/8/2018,M,B,53,55
19054,1/8/2018,M,B,20,22
19055,1/8/2018,M,B,23,24
19056,1/8/2018,M,B,24,25
19057,1/8/2018,M,B,29,30
19058,1/8/2018,M,W,25,26
19059,1/8/2018,M,B,31,32
19060,1/8/2018,M,B,19,20
19061,1/8/2018,M,W,47,48
19062,1/8/2018,M,B,21,21
19063,1/8/2018,M,B,67,68
19064,1/8/2018,M,W,38,39
19065,1/8/2018,M,W,42,43
19066,1/8/2018,M,W,35,35
19067,1/8/2018,M,B,33,33
19068,1/8/2018,M,B,25,26
19069,1/8/2018,M,W,51,52
19070,1/8/2018,M,W,31,32
19071,1/8/2018,M,W,35,35
19072,1/8/2018,M,B,31,32
19073,1/8/2018,M,B,25,26
19074,1/8/2018,M,B,38,38
19075,1/8/2018,M,B,20,21
19076,1/8/2018,M,B,36,37
19077,1/8/2018,M,W,30,31
19078,1/8/2018,M,B,21,21
19079,1/8/2018,M,B,31,31
19080,1/8/2018,M,W,38,38
19081,1/8/2018,M,W,35,36
19082,1/8/2018,M,B,25,26
19083,1/8/2018,M,B,28,28
19084,1/8/2018,M,B,24,24
19085,1/8/2018,M,B,27,28
19086,1/8/2018,M,W,29,29
19087,1/8/2018,M,W,26,27
19088,1/8/2018,M,W,23,23
19089,1/8/2018,M,B,24,24
19090,1/8/2018,M,B,23,24
19091,1/8/2018,M,W,40,40
19092,1/8/2018,M,B,19,19
19093,1/8/2018,M,B,25,25
19094,1/8/2018,M,W,18,18
19095,1/8/2018,M,B,18,18
19096,1/8/2018,M,B,35,36
19097,1/8/2018,M,W,23,23
19098,1/8/2018,M,W,37,38
19099,1/8/2018,M,W,46,47
19100,1/8/2018,M,B,65,66
19101,1/8/2018,M,B,30,30
19102,1/8/2018,M,B,30,30
19103,1/8/2018,M,W,40,40
19104,1/8/2018,M,B,18,18
19105,1/8/2018,M,B,19,24
19106,1/8/2018,M,W,33,36
19107,1/8/2018,M,B,34,37
19108,1/8/2018,M,B,22,25
19109,1/8/2018,M,B,21,23
19110,1/8/2018,M,B,19,22
19111,1/8/2018,M,B,21,23
19112,1/8/2018,M,B,36,38
19113,1/8/2018,M,B,22,24
19114,1/8/2018,M,B,27,29
19115,1/8/2018,M,B,20,21
19116,1/8/2018,M,B,22,24
19117,1/8/2018,M,B,21,22
19118,1/8/2018,M,B,22,24
19119,1/8/2018,M,B,18,19
19120,1/8/2018,M,W,27,29
19121,1/8/2018,M,B,19,20
19122,1/8/2018,M,B,26,27
19123,1/8/2018,M,B,44,45
19124,1/8/2018,M,W,29,30
19125,1/8/2018,M,B,28,29
19126,1/8/2018,M,B,23,24
19127,1/8/2018,M,B,20,21
19128,1/8/2018,M,B,23,24
19129,1/8/2018,M,B,23,24
19130,1/8/2018,M,B,23,24
19131,1/8/2018,M,B,27,28
19132,1/8/2018,M,B,42,42
19133,1/8/2018,M,B,23,24
19134,1/8/2018,M,B,27,28
19135,1/8/2018,M,B,34,34
19136,1/8/2018,M,B,19,20
19137,1/8/2018,M,B,22,22
19138,1/8/2018,M,B,23,24
19139,1/8/2018,M,B,25,25
19140,1/8/2018,M,B,26,26
19141,1/8/2018,M,W,50,50
19142,1/8/2018,M,B,41,41
19143,1/8/2018,M,B,23,23
19144,1/8/2018,M,B,21,21
19145,1/8/2018,M,B,20,20
19146,1/8/2018,M,B,25,25
19147,1/8/2018,M,B,38,38
19148,1/8/2018,M,B,25,25
19149,1/8/2018,M,W,65,65
19150,1/8/2018,M,B,26,26
19151,1/8/2018,M,B,24,24
19152,1/8/2018,M,B,21,21
19153,1/8/2018,M,W,31,31
19154,1/8/2018,M,B,26,26
19155,1/8/2018,M,B,25,25
19156,1/8/2018,M,W,59,59
19157,1/8/2018,M,B,22,22
19158,1/8/2018,M,B,19,19
19159,1/8/2018,M,B,24,24
19160,1/8/2018,M,B,28,29
19161,1/8/2018,M,B,31,31
19162,1/8/2018,M,W,41,41
19163,1/8/2018,M,B,21,21
19164,1/8/2018,M,W,30,30
19165,1/8/2018,M,W,38,38
19166,1/8/2018,M,B,31,31
19167,1/8/2018,M,B,41,41
19168,1/8/2018,M,B,45,45
19169,1/8/2018,M,B,23,26
19170,1/8/2018,M,B,25,28
19171,1/8/2018,M,B,17,19
19172,1/8/2018,M,B,23,25
19173,1/8/2018,M,B,25,27
19174,1/8/2018,M,B,29,30
19175,1/8/2018,M,B,28,30
19176,1/8/2018,M,W,32,34
19177,1/8/2018,M,B,26,28
19178,1/8/2018,M,B,21,22
19179,1/8/2018,M,B,30,32
19180,1/8/2018,M,B,16,18
19181,1/8/2018,M,B,26,27
19182,1/8/2018,M,B,52,53
19183,1/8/2018,M,B,28,30
19184,1/8/2018,M,B,20,21
19185,1/8/2018,M,W,23,24
19186,1/8/2018,M,B,48,49
19187,1/8/2018,M,B,18,19
19188,1/8/2018,M,B,29,30
19189,1/8/2018,M,W,49,50
19190,1/8/2018,M,B,23,23
19191,1/8/2018,M,B,56,57
19192,1/8/2018,M,B,23,24
19193,1/8/2018,M,B,25,26
19194,1/8/2018,M,B,43,44
19195,1/8/2018,M,B,28,29
19196,1/8/2018,M,W,62,63
19197,1/8/2018,M,B,25,26
19198,1/8/2018,M,B,31,32
19199,1/8/2018,M,B,25,25
19200,1/8/2018,M,B,31,31
19201,1/8/2018,M,W,32,33
19202,1/8/2018,M,B,42,43
19203,1/8/2018,M,B,20,20
19204,1/8/2018,M,B,52,52
19205,1/8/2018,M,B,21,21
19206,1/8/2018,M,B,21,21
19207,1/8/2018,M,B,27,27
19208,1/8/2018,M,B,44,44
19209,1/8/2018,M,W,33,33
19210,1/8/2018,M,B,29,29
19211,1/8/2018,M,B,36,36
19212,1/8/2018,M,W,52,52
19213,1/8/2018,M,B,30,30
19214,1/8/2018,M,B,27,27
19215,1/8/2018,M,B,56,56
19216,1/8/2018,M,B,30,30
19217,1/8/2018,M,B,50,50
19218,1/8/2018,M,B,25,27
19219,1/8/2018,M,B,17,19
19220,1/8/2018,M,B,23,25
19221,1/8/2018,M,B,24,26
19222,1/8/2018,M,B,25,26
19223,1/8/2018,M,B,26,27
19224,1/8/2018,M,B,21,22
19225,1/8/2018,M,B,29,31
19226,1/8/2018,M,B,20,21
19227,1/8/2018,M,B,34,36
19228,1/8/2018,M,B,28,29
19229,1/8/2018,M,B,50,51
19230,1/8/2018,M,W,21,22
19231,1/8/2018,M,B,24,25
19232,1/8/2018,M,B,26,28
19233,1/8/2018,M,B,26,27
19234,1/8/2018,M,B,23,24
19235,1/8/2018,M,W,49,50
19236,1/8/2018,M,W,25,26
19237,1/8/2018,M,B,18,19
19238,1/8/2018,M,B,31,32
19239,1/8/2018,M,B,17,18
19240,1/8/2018,M,B,24,24
19241,1/8/2018,M,B,18,19
19242,1/8/2018,M,B,24,25
19243,1/8/2018,M,B,26,27
19244,1/8/2018,M,B,22,23
19245,1/8/2018,M,B,20,20
19246,1/8/2018,M,B,24,24
19247,1/8/2018,M,B,27,28
19248,1/8/2018,M,W,37,37
19249,1/8/2018,M,B,43,44
19250,1/8/2018,M,W,26,26
19251,1/8/2018,M,B,21,21
19252,1/8/2018,M,B,21,22
19253,1/8/2018,M,W,46,46
19254,1/8/2018,M,W,34,34
19255,1/8/2018,M,B,30,31
19256,1/8/2018,M,B,29,30
19257,1/8/2018,M,B,33,33
19258,1/8/2018,M,B,30,31
19259,1/8/2018,M,B,26,27
19260,1/8/2018,M,B,32,32
19261,1/8/2018,M,B,44,44
19262,1/8/2018,M,B,50,50
19263,1/8/2018,M,B,31,31
19264,1/8/2018,M,B,22,22
19265,1/8/2018,M,B,28,28
19266,1/8/2018,M,B,38,38
19267,1/8/2018,M,B,56,57
19268,1/8/2018,F,W,34,34
19269,1/8/2018,M,W,21,21
19270,1/8/2018,M,B,55,55
19271,1/8/2018,M,B,24,24
19272,1/9/2018,M,B,20,22
19273,1/9/2018,M,B,26,28
19274,1/9/2018,M,B,23,24
19275,1/9/2018,M,W,51,52
19276,1/9/2018,M,B,20,21
19277,1/9/2018,M,B,31,32
19278,1/9/2018,M,W,34,36
19279,1/9/2018,M,W,28,29
19280,1/9/2018,M,B,25,26
19281,1/9/2018,M,B,27,28
19282,1/9/2018,M,B,29,30
19283,1/9/2018,M,W,28,29
19284,1/9/2018,M,W,57,58
19285,1/9/2018,M,B,25,26
19286,1/9/2018,M,B,26,27
19287,1/9/2018,M,B,51,52
19288,1/9/2018,M,B,37,38
19289,1/9/2018,M,B,44,45
19290,1/9/2018,M,B,37,37
19291,1/9/2018,M,B,25,26
19292,1/9/2018,M,B,22,23
19293,1/9/2018,M,B,26,27
19294,1/9/2018,M,B,35,35
19295,1/9/2018,M,B,30,30
19296,1/9/2018,M,B,19,20
19297,1/9/2018,M,W,30,30
19298,1/9/2018,M,B,30,31
19299,1/9/2018,M,B,33,34
19300,1/9/2018,M,B,27,28
19301,1/9/2018,M,W,32,33
19302,1/9/2018,M,W,39,40
19303,1/9/2018,M,B,22,23
19304,1/9/2018,M,W,29,29
19305,1/9/2018,M,B,32,32
19306,1/9/2018,M,B,20,20
19307,1/9/2018,M,B,49,49
19308,1/9/2018,M,B,25,25
19309,1/9/2018,M,B,35,35
19310,1/9/2018,M,W,31,31
19311,1/9/2018,M,W,34,34
19312,1/9/2018,M,W,19,20
19313,1/9/2018,M,H,20,20
19314,1/9/2018,M,B,55,55
19315,1/9/2018,M,B,35,35
19316,1/9/2018,M,B,22,23
19317,1/9/2018,M,B,25,26
19318,1/9/2018,M,W,55,55
19319,1/9/2018,M,W,30,30
19320,1/9/2018,M,W,27,28
19321,1/9/2018,M,B,24,25
19322,1/9/2018,M,W,25,25
19323,1/9/2018,M,B,33,33
19324,1/9/2018,M,B,51,51
19325,1/9/2018,M,W,38,38
19326,1/9/2018,M,W,27,27
19327,1/9/2018,M,B,50,50
19328,1/9/2018,M,B,24,24
19329,1/9/2018,M,B,28,28
19330,1/9/2018,M,W,30,30
19331,1/9/2018,M,B,36,36
19332,1/9/2018,M,W,31,31
19333,1/9/2018,M,W,34,35
19334,1/9/2018,M,B,37,37
19335,1/9/2018,M,W,53,53
19336,1/9/2018,M,B,31,31
19337,1/9/2018,M,B,35,35
19338,1/9/2018,M,B,56,57
19339,1/9/2018,M,W,31,31
19340,1/9/2018,M,B,59,59
19341,1/9/2018,M,B,53,53
19342,1/9/2018,M,B,56,56
